Id,Solo_danos,Herido,Muerto,Direccion,Latitud,Longitud,Dia,Mes,A_o,Choque,Atropello,Volcamiento,caida de ocupante,Otro,Rural,Urbana,Masculino,Femenino,<18,18-30,31-60,>60,Tipo_vehiculo,Publico,Particular,Oficial,Diplomatico
566,,1,,"CRA 25 ENTRE CALLE 37 Y 38 C/A,Calarcá,Quindio",4.52922,-75.641454,28,08,2023,,1,,,,,1,1,1,,1,1,,MOTOCICLETA,,1,,
567,,1,,"VIA LA URIBE–CALARCA KM 84+600,Calarcá,Quindio",4.523543,-75.640832,27,08,2023,1,,,,,,1,2,,,1,1,,MOTOCICLETA-MOTOCICLETA,,1,,
568,,1,,"CARRERA 24 CALLE 35,Calarcá,Quindio",4.5282333,-75.641112,28,08,2023,1,,,,,,1,1,,,,,,MOTOCICLETA,,1,,
569,,1,,"KM 82+500 FRENTE BARRIO LUIS CARLOS G,Calarcá,Quindio",4.4805728,-75.6440842,02,09,2023,1,,,,,,1,2,,,,2,,BICICLETA-MOTOCICLETA,,2,,
570,,1,,"CALLE 41 ENTRE CARRERA 24 Y 25,Calarcá,Quindio",4.4805728,-75.6440842,11,09,2023,,1,,,,,1,2,,,,1,,MOTOCICLETA,,1,,
571,,,1,"VIA VIA CALARCA–CIRCASIA KLM 0+270,Calarcá,Quindio",4.5276933,-75.632571,15,09,2023,1,,,,,,1,1,,,,,1,BICICLETA,,1,,
572,,1,,"VIA LA URIBE–CALARCA K 80+490,Calarcá,Quindio",4.521251,-75.643849,16,09,2023,1,,,,,,1,2,,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
573,,1,,"VIA LA URIBE–CALARCA K 80+30,Calarcá,Quindio",4.521149,-75.643941,18,09,2023,1,,,,,,,2,,,,,2,AUTOMOVIL-BICICLETA,,2,,
574,,1,,"KM 83+850 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.523575,-75.641709,21,09,2023,,1,,,,,1,1,1,,1,,1,MOTOCICLETA,,1,,
575,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+400,Calarcá,Quindio",4.52558,-75.637006,23,09,2023,,,1,,,,1,,2,,1,,1,BUSETA,1,,,
576,,1,,"BALCONES DE LA VILLA MZ 10 # 13,Calarcá,Quindio",4.5092789,-75.6546637,24,09,2023,1,,,,,,,2,,,1,,1,MOTOCICLETA ,,1,,
577,,1,,"VIA LA URIBE–CALARCA K 167+100,Calarcá,Quindio",4.454337,-75.527604,24,09,2023,1,,,,,,,1,1,,1,1,,AUTOMOVILK-MOTOCICLO,,,,
578,,1,,"KM 74+500 VIA LA URIBE–CALARCA C/CA,Calarcá,Quindio",4.505643,-75.656304,28,09,2023,1,,,,,,,2,,,1,1,,CAMIONETA-MOTOCICLETA ,,2,,
579,,1,,"CARRERA 19 CALLE 39 CALARCA,Calarcá,Quindio",4.5248149,-75.6387086,01,10,2023,1,,,,,,1,1,1,,2,,,MOTOCICLETA-AUTOMOVIL ,,2,,
580,,1,,"CRA 27 CON CALLE 50 CALARCA,Calarcá,Quindio",4.5315246,-75.6420647,30,09,2023,1,,,,,,1,2,,,2,,,MOTOCICLETA-CAMIONETA,1,1,,
581,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+100,Calarcá,Quindio",4.5276933,-75.632571,06,10,2023,1,,,,,,,1,1,,,1,1,CAMIONETA-MOTOCICLETA,,1,,
582,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+600,Calarcá,Quindio",4.527356,-75.636681,08,10,2023,1,,,,,1,,,,,,2,,BUSETA-MOTOCICLETA,1,1,,
583,,1,,"VIA VIA CALARCA–CIRCASIA KLM 0+100,Calarcá,Quindio",4.5276933,-75.632571,09,10,2023,1,,,,,1,,1,1,,2,,,AUTOMOVIL-MOTOCICLETA,,2,,
584,,1,,"CALLE 38 FRENTE 24+07,Calarcá,Quindio",4.529408,-75.6403111,10,10,2023,,1,,,,,1,2,,,,1,1,MOTOCICLETA,,1,,
585,,1,,"KM 0+100 CALARCA-CIRCACIA,Calarcá,Quindio",4.616094,-75.635595,13,10,2023,1,,,,,,,2,,,1,1,,MOTOCICLETA-CAMIONETA,,2,,
586,,1,,"FINCA LA DIVISA VDA RICO,Calarcá,Quindio",4.4805728,-75.6440842,01,10,2023,1,,,,,1,,2,,,1,,1,BUS-MOTOCICLETA,1,1,,
587,,1,,"VIA LA URIBE–CALARCA KM 85+150,Calarcá,Quindio",4.52367,-75.639225,14,10,2023,1,,,,,1,,2,,,,2,,AUTOMOVIL-MOTOCICLETA,,2,,
588,,1,,"CRA 24 CON CALLE 41 CALARCA,Calarcá,Quindio",4.531434,-75.6399104,23,10,2023,1,,,,,,1,1,1,,1,1,,CAMIONETA-MOTOCICLETA,,1,1,
589,,1,,"CARRERA 25 CON CALLE 39 Y 38,Calarcá,Quindio",4.5288108,-75.6416001,17,10,2023,,1,,,,,,1,,,1,,,,,,,
590,1,,,"VIA LA URIBE–CALARCA KM 80+100,Calarcá,Quindio",4.521038,-75.644004,16,10,2023,1,,,,,,,1,,,,1,,CAMIONETA,,1,,
591,,1,,"KM 83+050 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.52285,-75.642011,31,10,2023,1,,,,,,,2,,,,1,1,MOTOCICLETA-AUTOMOVIL,,2,,
592,,1,,"VIA VIA ARMENIA–IBAGUE KLM 2+600,Calarcá,Quindio",4.525677,-75.6243,03,11,2023,1,,,,,,1,2,,,1,,,CAMIONETA-AUTOMOVIL,,,,
593,,1,,"VIA BARCELONA RIO VERDE FRENTE DIAGONAL AUTOS LAVADOS,Calarcá,Quindio",4.4270357,-75.7200871,04,11,2023,,1,,,,,,1,1,,2,,,MOTOCICLETA,,1,,
594,,1,,"AVENIDA COLON CARRERA 27,Calarcá,Quindio",4.5250229,-75.6446028,04,11,2023,,1,,,,,1,,2,,1,,1,MOTOCICLETA-,,1,,
595,,1,,"KM 81+300 URIBE-IBAGUE,Calarcá,Quindio",4.52143,-75.64363,05,11,2023,1,,,,,1,,2,,,,1,1,BUS-CAMPERO,1,1,,
596,,1,,"BARRIO LLANITOS GUALARA MZ 1,Calarcá,Quindio",4.510612,-75.646354,06,11,2023,,1,,,,,,2,,1,1,,,AUTOMOVIL,,1,,
597,,1,,"VIA LA URIBE–CALARCA KM 83+070,Calarcá,Quindio",4.52289,-75.642006,09,11,2023,1,,,,,,,2,,,,1,1,AUTOMOVIL-MOTOCICLETA,,2,,
598,,1,,"KM 84+400 URIBE IBAGUE,Calarcá,Quindio",4.52364,-75.641163,11,11,2023,1,,,,,,,2,,,,1,,MOTOCICLETA-CAMIONETA,,2,,
599,,1,,"KM 6+800 VIA ARMENIA–IBAGUE,Calarcá,Quindio",4.530847,-75.633817,11,11,2023,1,,,,,1,,1,1,,,1,1,CAMIONETA - BUS,1,1,,
600,,1,,"VIA VIA ARMENIA–IBAGUE KM 5+400,Calarcá,Quindio",4.526242,-75.636071,14,11,2023,1,,,,,,1,2,,1,,1,,TRACTOCAMION-BICICLETA,1,,,
601,,1,,"VIA ARMENIA CALARCA IBAGUE KM 1+600,Calarcá,Quindio",4.527427,-75.631278,17,11,2023,1,,,,,,,2,,,2,,,MOTOCICLETA-BUSETA,1,1,,
602,,1,,"VIA LA URIBE–CALARCA KM 84+900,Calarcá,Quindio",4.523494,-75.639697,20,11,2023,1,,,,,,1,2,,,,2,,MOTOCICLETA-MOTOCICLETA,,2,,
603,,1,,"KM 77+720 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.518985,-75.644694,25,11,2023,,1,,,,,,2,,,2,,,MOTOCICLETA-CAMION,1,1,,
604,,1,,"VIA LA URIBE–CALARCA KM 83+500,Calarcá,Quindio",4.523289,-75.641955,27,11,2023,1,,,,,,,1,1,,,2,,CAMIONETA-AUTOMOVIL,,2,,
605,,1,,"VIA PRINCIPAL INGRESO LA VIRGINIA FRENTE IGLESIA NUESTRA SENORA FATIMA,Calarcá,Quindio",4.490134,-75.6427003,05,12,2023,,,1,,,,1,1,,,1,,,MOTOCILETA ,,,1,
606,,1,,"VIA BARCELONA SECTOR CALLE LARGA,Calarcá,Quindio",4.4273861,-75.7181014,06,12,2023,,1,,,,1,,1,1,,1,1,,MOTOCICLETA ,,1,,
607,,1,,"VIA CALARCA–CIRCASIA KM 0+800,Calarcá,Quindio",4.5076838,-75.5812264,09,12,2023,1,,,,,1,,1,1,,1,,1,MOTOCICLETA-CAMIONETA,,2,,
608,,1,,"KM 72+100 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.501072,-75.669655,17,12,2023,1,,,,,1,,2,,,1,,1,AUTOMOVIL-MOTOCICLETA,,2,,
609,,1,,"VIA LA URIBE–CALARCA KLM 83+120,Calarcá,Quindio",4.522945,-75.641999,24,12,2023,,,1,,,,1,1,1,,2,,,MOTOCICLETA,,1,,
610,,1,,"KM 84+100 URIBE CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,24,12,2023,1,,,,,,,2,,,1,,1,MOTOCICLETA-AUTOMOVIL,,2,,
611,,1,,"CRA 24 CALLE 35+35-43,Calarcá,Quindio",4.5280268,-75.6413212,24,12,2023,,1,,,,,1,,,,,,,MOTOCICLETA,,1,,
612,,1,,"CALLE 39 FRENTE 28+02,Calarcá,Quindio",4.5301984,-75.6403968,24,12,2023,,1,,,,,1,2,,,1,,1,MOTOCICLETA ,,1,,
613,,1,,"KM 83+040 ESPANOLA CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,26,12,2023,,1,,,,,,2,,,1,,1,MOTOCICLETA,,1,,
614,,1,,"CRA 31 N. 40+07 BARRIO PESCADOR,Calarcá,Quindio",4.531479,-75.644546,01,01,2024,,1,,,,1,,2,,,1,,,CAMIONETA,,1,,
615,,,1,"VIA LA URIBE–CALARCA KM 83+040,Calarcá,Quindio",4.522823,-75.642013,07,01,2024,1,,,,,,1,2,,,2,,,MOTOCICLETA,,1,,
616,,1,,"CRA 24 CALLE 38 Y 39 FRENTE 38 N 16,Calarcá,Quindio",4.4805728,-75.6440842,11,01,2024,1,,,,,,1,1,1,,,2,,AUTOMOVIL-CAMIONETA,,2,,
617,,1,,"BARRIO PLAZUELA VILLA FRENTE CASA N 11,Calarcá,Quindio",4.511746,-75.654606,12,01,224,1,,,,,,1,1,1,,,2,,CAMIONETA-MOTOCICLETA,,2,,
618,1,,,"VIA VIA CALARCA–CIRCASIA KM 0,Calarcá,Quindio",4.5276933,-75.632571,13,01,2024,1,,,,,,1,1,1,,,1,1,CAMION-CAMIONETA,1,1,,
