Id,Solo_danos,Herido,Muerto,Direccion,Latitud,Longitud,Dia,Mes,A_o,Choque,Atropello,Volcamiento,caida de ocupante,Otro,Rural,Urbana,Masculino,Femenino,<18,18-30,31-60,>60,Tipo_vehiculo,Publico,Particular,Oficial,Diplomatico
1,,1,,"CALLE 39 CRA 27,Calarcá,Quindio",4.5313862,-75.6421157,1,1,2021,X,,,,,,X,2,,,31-29,,,MOTO-MOTO,,2,,
2,,1,,"AVENIDA COLON CALLE 20,Calarcá,Quindio",4.5177686,-75.6534961,1,1,2021,X,,,,,,X,2,,,26,56,,BICICLETA-MOTO,,2,,
3,1,,,"BARRIO LA HUERTA M Q # 1,Calarcá,Quindio",4.514383,-75.643946,1,1,2021,X,,,,,,X,1,,,29,,,AUTOMOVIL,,1,,
4,1,,,"CRA 27 CALLE 39 ESQUINA,Calarcá,Quindio",4.530834,-75.642318,1,1,2021,X,,,,,,X,1,,,,53,,CAMIÓN,1,,,
5,,1,,"CRA 25 CALLE 44 ESQUINA,Calarcá,Quindio",4.533603,-75.63986,2,1,2021,X,,,,,,X,2,,,26,44,,AUTOMOVIL-CAMIONETA,,2,,
6,1,,,"CRA 12 FRENTE # 15+08,Calarcá,Quindio",4.528772,-75.631856,4,1,2021,X,,,,,,X,1,,,,46,,VOLQUETA-AUTOMÓVIL,,2,,
7,,1,,"VIA LA URIBE–CALARCA,Calarcá,Quindio",4.532229,-75.644075,4,1,2021,,,X,,,X,,,1,,26,,,MOTO,,1,,
8,,1,,"CRA 31 CALLE 40,Calarcá,Quindio",4.5310935,-75.6448737,4,1,2021,,,X,,,,X,1,,,,,62,BICICLETA,,1,,
9,1,,,"VIA LA URIBE–CALARCA KM 7+000,Calarcá,Quindio",4.497776,-75.678607,6,1,2021,X,,,,,X,,2,,,32,42,,CAMIONETA-CAMIÓN,1,1,,
10,1,,,"VIA LA URIBE–CALARCA KM 82+400,Calarcá,Quindio",4.521909,-75.64242,6,1,2021,X,,,,,X,,2,,,36,,67,AUTOMÓVIL-TRACTOCAMIÓN,1,1,,
11,,1,,"CALLE 37 CRA 26,Calarcá,Quindio",4.5298329,-75.6434429,6,1,2021,X,,,,,,X,2,,,,46-48,,CAMPERO-MOTO,,2,,
12,,1,,"VIA LA URIBE–CALARCA KM 78+430,Calarcá,Quindio",4.519587,-75.644111,7,1,2021,,X,,,,X,,1,,,,54,,BUS,1,,,
13,1,,,"CRA 10 # 8+68 BARCELONA,Calarcá,Quindio",4.4271169,-75.7184162,8,1,2021,X,,,,,,X,1,1,,32,50,,AUTOMÓVIL-MOTO,,2,,
14,1,,,"AVENIDA COLON ENTRE CALLES 18 Y 19,Calarcá,Quindio",4.52107,-75.649028,10,1,2021,X,,,,,,X,2,,,33-39,,,AUTOMÓVIL-BUS,1,1,,
15,,1,,"CALLE 39 FRENTE AL # 17+51,Calarcá,Quindio",4.528775,-75.635877,12,1,2021,,X,,,,,X,2,,17,,,69,MOTO,,1,,
16,1,,,"VIA LA URIBE–CALARCA KM 71+200,Calarcá,Quindio",4.498335,-75.677172,13,1,2021,X,,,,,X,,,,,,,,AUTOMOVIL-AUTOMOVIL,,1,,
17,1,,,"VIA VIA ARMENIA–IBAGUE KM 2+600,Calarcá,Quindio",4.525677,-75.6243,14,1,2021,X,,,,,X,,2,,,28,45,,MOTOCARRO-AUTOMÓVIL,,2,,
18,,1,,"CRA 25 CALLE 47,Calarcá,Quindio",4.5361006,-75.6395974,15,1,2021,X,,,,,,X,2,,,,48,84,AUTOMÓVIL-MOTO,,2,,
19,1,,,"VIA LA PAILA–CALARCA KM 84+200,Calarcá,Quindio",4.5266936,-75.6409574,15,1,2021,X,,,,,X,,2,,,33,57,,AUTOMÓVIL-TRACTOCAMIÓN,1,1,,
20,1,,,"KM 83+420 FRENTE AL RINCON DEL BOSQUE,Calarcá,Quindio",4.518212,-75.650899,16,1,2021,X,,,,,,X,2,,,36-36,,,AUTOMÓVIL-TRACTOCAMIÓN,1,1,,
21,1,,,"VIA ARMENIA–IBAGUE KM 0+800,Calarcá,Quindio",4.528321,-75.635542,16,1,2021,X,,,,,X,,2,,,,41,,CAMOINETA-BICICLETA,,,,
22,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+600,Calarcá,Quindio",4.527427,-75.631278,18,1,2021,,,,,,X,,,,,27,33,,MOTO-MOTO,,2,,
23,1,,,"AVENIDA COLON CON CRA 27,Calarcá,Quindio",4.5244818,-75.6447301,19,1,2021,,X,,,,,X,1,1,,24,,61,AUTOMOVIL-AUTOMOVIL,,2,,
24,,1,,"VIA LA URIBE–CALARCA KM 79+630,Calarcá,Quindio",4.520564,-75.644111,20,1,2021,,,,,,X,,2,,,,32,67,MOTO-MOTO,,,,
25,,1,,"CRA 13 CALLE 12 BARRIO URIBE,Calarcá,Quindio",4.512878,-75.654611,22,1,2021,X,,,,,,X,2,,16,,57,,CAMPERO-BICICLETA,,2,,
26,,1,,"VA VIA LA URIBE–CALARCA KM 68,Calarcá,Quindio",4.496284,-75.683924,24,1,2021,X,,,,,X,,2,,,,32-41,,CAMIONETA-MOTO,,2,,
27,,1,,"VIA VIA ARMENIA–IBAGUE KM 6+800,Calarcá,Quindio",4.530847,-75.633817,26,1,2021,,,X,,,X,,1,,,,56,,TRACTOCAMIÓN,,1,,
28,,1,,"VIA VIA ARMENIA–IBAGUE KM 6+800,Calarcá,Quindio",4.530847,-75.633817,26,1,2021,,X,,,,X,,,1,,,45,,BICICLETA,,1,,
29,,1,,"BARRIO LLANITOS GUARALA MZ 1 # 1,Calarcá,Quindio",4.510612,-75.646354,26,1,2021,X,,,,,,X,2,,,,33-44,,BUSETA-MOTOCICLETA,1,1,,
30,1,,,"SERVICENTRO CALARCA CALLE 41 # 16+00,Calarcá,Quindio",4.5320467,-75.6413447,26,1,2021,X,,,,,,X,1,,,,50,,TRACTOCAMIÓN,1,,,
31,,1,,"CRA 26 CON CALLE 35,Calarcá,Quindio",4.528075,-75.642615,26,1,2021,X,,,,,,X,1,1,,23,42,,AUTOMÓVIL-MOTO,,2,,
32,1,,,"VIA LA URIBE–CALARCA KM 81+200,Calarcá,Quindio",4.52143,-75.64363,28,1,2021,X,,,,,X,,2,,,,38-51,,AUTOMÓVIL-TRACTOCAMIÓN,1,1,,
33,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+600,Calarcá,Quindio",4.527427,-75.631278,31,1,2021,X,,,,,X,,1,1,,23-24,,,MOTO-MOTO,,2,,
34,,1,,"VIA LA URIBE–CALARCA KM 75+000,Calarcá,Quindio",4.510031,-75.652685,31,1,2021,X,,,,,X,,2,,,,36,65,AUTOMÓVIL-MOTO,,2,,
35,,1,,"FRENTE A LA FINCA BOHEMIA,Calarcá,Quindio",4.5175809,-75.656652,2,2,2021,X,,,,,X,,2,,,25-25,,,MOTOCICLETA,,1,,
36,1,,,"CRA 25 CALLE 45,Calarcá,Quindio",4.5341153,-75.6393064,2,2,2021,X,,,,,,X,1,1,,,37-44,,AUTOMÓVIL-MOTO,,2,,
37,1,,,"CALLE 42 # 20+59,Calarcá,Quindio",4.5329594,-75.6419666,4,2,2021,X,,,,,,X,1,1,,,30-40,,AUTOMOVIL-CAMIONETA,,1,,X
38,1,,,"VIA VIA ARMENIA–IBAGUE KM 4+600,Calarcá,Quindio",4.528836,-75.629791,4,2,2021,X,,,,,X,,2,,,25,36,,BUS-CAMPERO,1,1,,
39,1,,,"VIA LA URIBE–CALARCA KM 79+074,Calarcá,Quindio",4.520185,-75.644063,5,2,2021,X,,,,,X,,2,,,,45-56,,TRACTOCAMIÓN - TRACTOCAMIÓN,2,,,
40,,1,,"AVENIDA COLON CALLE 17,Calarcá,Quindio",4.5177686,-75.6534961,6,2,2021,X,,,,,,X,1,1,,,42-37,,MOTO-MOTO,,2,,
41,1,,,"VIA LA URIBE–CALARCA KM 76,Calarcá,Quindio",4.518007,-75.651315,7,2,2021,,,X,,,X,,1,,,,45,,TRACTOCAMIÓN,1,,,
42,,1,,"CALLE 39 ENTRE CRA 23 Y 22,Calarcá,Quindio",4.4805728,-75.6440842,10,2,2021,,,X,,,,X,,1,,,37,,MOTOCICLETA,,1,,
43,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+650,Calarcá,Quindio",4.527356,-75.636681,10,2,2021,X,,,,,,X,2,,,,35-34,,CAMIÓN-MOTO,1,1,,
44,1,,,"VIA LA URIBE–CALARCA KM 72+200,Calarcá,Quindio",4.501073,-75.668055,11,2,2021,X,,,,,X,,2,,,,39,76,CAMIÓN-CAMIÓN,,1,,
45,1,,,"VIA LA URIBE–CALARCA KM 72+450,Calarcá,Quindio",4.501381,-75.663979,11,2,2021,X,,,,,X,,2,,,,43-30,,CAMPERO-VOLQUETA,,2,,
46,1,,,"CRA 24 CALLE 33 # 17,Calarcá,Quindio",4.5262899,-75.6418792,11,2,2021,,X,,,,,X,1,,,27,,,MOTOCICLETA,,1,,
47,1,,,"VIA LA URIBE–CALARCA KM 72+550,Calarcá,Quindio",4.502064,-75.662973,11,2,2021,X,,,,,X,,2,,,,56-32,, VOLQUETA-VOLQUETA,2,,,
48,,1,,"CRA 24 CON CALLE 41 ESQUINA,Calarcá,Quindio",4.531434,-75.6399104,12,2,2021,X,,,,,,X,1,1,,21,37,,MOTO-BICICLETA,,2,,
49,1,,,"VIA LA URIBE–CALARCA KM 73+550,Calarcá,Quindio",4.503817,-75.659082,13,2,2021,X,,,,,X,,2,,,,50,61,VOLQUETA-MICROBUS,1,1,,
50,1,,,"CALLE 40 ENTRE CRA 24 Y 25,Calarcá,Quindio",4.4805728,-75.6440842,13,2,2021,X,,,,,,X,2,,,23,40,,AUTOMÓVIL-MOTO,,2,,
51,,1,,"CALLE 45 CON CRA 26 GLORIETA NORTE,Calarcá,Quindio",4.5345367,-75.6402288,20,2,2021,X,,,,,,X,1,1,,19,32,,MOTO-MOTO,,2,,
52,,,1,"VIA LA URIBE–CALARCA KM 82+612,Calarcá,Quindio",4.522114,-75.642201,22,2,2021,X,,,,,X,,1,1,,,55-55,,MOTO,,1,,
53,,1,,"VIA CALARCA–CIRCASIA KM 3+300,Calarcá,Quindio",4.5276933,-75.632571,23,2,2021,,,X,,,X,,2,,,23,59,,CAMIÓN,1,,,
54,1,,,"CALLE 39 FRENTE AL 28+48,Calarcá,Quindio",4.5301984,-75.6403968,24,2,2021,X,,,,,,X,2,,,,33-35,,AUTOMÓVIL-MOTO,,2,,
55,,1,,"VIA ARMENIA–IBAGUE KM 2+800,Calarcá,Quindio",4.525415,-75.622642,28,2,2021,X,,,,,,X,1,1,,,41-43,,MOTO-MOTO,,2,,
56,,1,,"VIA LA URIBE–CALARCA KM 82+900,Calarcá,Quindio",4.522395,-75.642071,1,3,2021,X,,,,,X,,2,,,26,39,,BUSETA-MOTOCICLETA,1,1,,
57,,1,,"VIA CALARCA–CIRCASIA KM 0+250,Calarcá,Quindio",4.5276933,-75.632571,2,3,2021,X,,,,,X,,,2,,,31-34,,AUTOMÓVIL-MOTO,,2,,
58,,1,,"VIA ARMENIA–IBAGUE KM 3+780,Calarcá,Quindio",4.526095,-75.624446,3,3,2021,X,,,,,X,,2,,,,45,69,AUTOMÓVIL-MOTO,,2,,
59,,1,,"VIA ARMENIA–IBAGUE KM 3+300,Calarcá,Quindio",4.525464,-75.618221,4,3,2021,X,,,,,X,,1,1,,24,53,,CAMIONETA-MOTO,1,1,,
60,,1,,"CRA 25 ENTRE CALLES 39+38,Calarcá,Quindio",4.5304156,-75.6409928,5,3,2021,X,,,,,,X,2,,,,51-43,,CAMPERO-MOTO,,2,,
61,,1,,"CRA 24 CALLE 36 ESQUINA,Calarcá,Quindio",4.5282202,-75.6410915,7,3,2021,X,,,,,,X,2,,,,38-42,,MOTO-MOTO,,2,,
62,,1,,"CRA 12 CON CALLE 10,Calarcá,Quindio",4.427794,-75.719542,8,3,2021,,,X,,,,X,,1,,,34,,MOTO,,1,,
63,,1,,"VIA LA URIBE–CALARCA KM 74+700,Calarcá,Quindio",4.506762,-75.654958,12,3,2021,X,,,,,X,,2,,,,39-50,,MOTO-CAMIONETA,,2,,
64,,1,,"VIA LA URIBE–CALARCA,Calarcá,Quindio",4.521844,-75.642577,13,3,2021,X,,,,,X,,2,,,26,53,,MOTO-MOTO,,2,,
65,,1,,"CRA 12 CON CALLE 11 BARCELONA,Calarcá,Quindio",4.4293236,-75.718392,14,3,2021,X,,,,,,X,2,,,25,55,,AUTOMÓVIL-MOTO,,2,,
66,1,,,"VIA LA URIBE–CALARCA 85+930,Calarcá,Quindio",4.525305,-75.637086,14,3,2021,X,,,,,X,,2,,,,54-43,,CAMPERO-CAMIONETA,,2,,
67,,1,,"VIA LA URIBE–CALARCA KM 83+040,Calarcá,Quindio",4.522823,-75.642013,18,3,2021,X,,,,,X,,,,,27,35,,AUTOMÓVIL-MOTO,,2,,
68,,,1,"VIA LA URIBE–CALARCA KM 75+850,Calarcá,Quindio",4.516124,-75.651931,21,3,2021,,X,,,,X,,,,,,52,,BUSETA,1,,,
69,,1,,"CALLE 34 CRA 18 # 18+05 BARRIO NARANJAL,Calarcá,Quindio",4.525709,-75.638371,23,3,2021,X,,,,,,X,2,,,28-28,,,MOTO-MOTO,,2,,
70,,,1,"FRENTE ALA FINCA PARAISO VEREDA LA ALBANIA,Calarcá,Quindio",4.479673,-75.699107,28,3,2021,,,X,,,X,,,,,29,40,,MOTO,,1,,
71,,1,,"VIA LA URIBE–CALARCA KM 76+200,Calarcá,Quindio",4.518781,-75.649461,29,3,2021,X,,,,,X,,1,,,23,,,MOTO,,1,,
72,1,,,"AVENIDA COLON CRA 34 FRENTE # 15+151,Calarcá,Quindio",4.5222917,-75.6478148,30,3,2021,X,,,,,,X,1,1,,28,47,,AUTOMOVIL-VOLQUETA,1,1,,
73,1,,,"VIA LA URIBE–CALARCA KM 82+900,Calarcá,Quindio",4.522395,-75.642071,31,3,2021,X,,,,,X,,,,,,30-32,,CAMPERO-CAMIONETA,1,1,,
74,,,1,"VIA LA URIBE–CALARCA KM 83+830,Calarcá,Quindio",4.523524,-75.641745,1,4,2021,X,,,,,X,,2,,,25-23,,,MOTO-CAMIONETA,,2,,
75,,1,,"VIA LA URIBE–CALARCA KM 84+800,Calarcá,Quindio",4.523446,-75.640153,2,4,2021,X,,,,,X,,2,,,24,,64,MOTO-MOTO,,2,,
76,,1,,"CALLE 40 CRA 20 AVENIDA EL CACIQUE,Calarcá,Quindio",4.5307824,-75.6401809,3,4,2021,X,,,,,,X,2,,,19,32,,MOTOCICLO-AUTOMÓVIL,,2,,
77,,1,,"VDA POTOSI FRENTE INGRESO A FINCA POTOSI,Calarcá,Quindio",4.467806,-75.682736,3,4,2021,X,,,,,X,,2,,,22,38,,CAMIÓN-MOTO,1,1,,
78,1,,,"KM 79+650 LA ESPANOLA,Calarcá,Quindio",4.479673,-75.699107,4,4,2021,X,,,,,X,,2,,,,32-41,,CAMIÓN-CAMIONETA,1,1,,
79,,1,,"VEREDA POTOSI FINCA VILLA MARCELA,Calarcá,Quindio",4.460567,-75.689269,5,4,2021,X,,,,,X,,2,,,26,50,,CAMIONETA-CAMIONETA,,2,,
80,,,1,"QUEBRADA NEGRA FRENTE A FINCA LAS MALVINAS,Calarcá,Quindio",4.44361,-75.669404,5,4,2021,,,X,,,X,,1,,,,,68,CAMPERO,1,,,
81,1,,,"VARIANTE NORTE CRA 26 NO 45+60,Calarcá,Quindio",4.534889,-75.639961,9,4,2021,X,,,,,,X,2,,,,58,,AUTOMÓVIL-MOTO,,2,,
82,1,,,"DENTRO DEL PARQUEADERO AQUI ES PAPA,Calarcá,Quindio",4.53047,-75.63945,10,4,2021,X,,,,,,X,2,,,,59-42,,TRACTOCAMIÓN-TRACTOCAMIÓN,2,,,
83,,1,,"VIA ARMENIA–IBAGUE KM 0+600 ,Calarcá,Quindio",4.527356,-75.636681,15,4,2021,X,,,,,X,,1,1,,26,42,,MOTO-MOTO,,2,,
84,1,,,"CRA 26 CALLE 45,Calarcá,Quindio",4.5341153,-75.6393064,23,4,2021,X,,,,,,X,2,,,26-23,,,AUTOMOVIL-AUTOMOVIL,,2,,
85,,1,,"VIA BARCELONA- RIO VERDE,Calarcá,Quindio",4.404806,-75.729949,23,4,2021,X,,,,,X,,2,,,,48,61,MOTO-MOTO,,2,,
86,,1,,"VIA CALARCA–CIRCASIA KM 2+420,Calarcá,Quindio",4.5076838,-75.5812264,24,4,2021,,,X,,,X,,1,,,,54,,CAMIONETA,,1,,
87,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+900,Calarcá,Quindio",4.528978,-75.628477,24,4,2021,,,X,,,X,,1,,,,,,BICICLETA,,1,,
88,,1,,"CALLE 41 CRA 23 ESQUINA,Calarcá,Quindio",4.5312116,-75.6392796,26,4,2021,X,,,,,,X,1,1,,22,40,,MOTO-BUS,1,X,,
89,,1,,"VEREDA QUEBRADA NEGRA FINCA LA PLAYA,Calarcá,Quindio",4.4277397,-75.7440859,29,4,2021,X,,,,,X,,2,,,,51,72,CAMIONETA-CAMIONETA,,2,,
90,,1,,"CRA 21 CALLE 44,Calarcá,Quindio",4.5280984,-75.6389846,29,4,2021,X,,,,,,X,2,,,,41-52,,AUTOMÓVIL-MOTO,,2,,
91,1,,,"AVENIDA COLON FRENTE 21+315,Calarcá,Quindio",4.5222917,-75.6478148,3,5,2021,X,,,,,,X,2,,,,40-31,,AUTOMÓVIL-MOTO,1,1,,
92,,1,,"CRA 26 NO 39+1+6 LOCAL 1,Calarcá,Quindio",4.5307781,-75.6417183,5,5,2021,,X,,,,,X,2,,,20,,80,MOTOCICLO,,1,,
93,1,,,"PRADERA ALTA CALLE 50B NO 26+41,Calarcá,Quindio",4.4805728,-75.6440842,5,5,2021,X,,,,,,X,2,,,,47-48,,AUTOMOVIL-BUS,1,1,,
94,,1,,"VIA BARCELONA FRENTE FINCA QUINTAS DEL CAFE,Calarcá,Quindio",4.4748703,-75.7022109,7,5,2021,X,,,,,X,,2,,,27-29,,,AUTOMÓVIL-MOTO,,2,,
95,1,,,"CRA 17 ENTRE CALLE 42 Y 43,Calarcá,Quindio",4.5266936,-75.6409574,7,5,2021,X,,,,,,X,1,1,,,38-30,,AUTOMÓVIL-MOTO,,2,,
96,1,,,"VIA VIA ARMENIA–IBAGUE KM 1+460,Calarcá,Quindio",4.527472,-75.632495,15,5,2021,,,X,,,X,,1,,,,35,,CAMIONETA,,1,,
97,,1,,"CRA 26 CON VARIANTE SUR,Calarcá,Quindio",4.518923,-75.645,15,5,2021,X,,,,,,X,2,,16,,,67,CAMIONETA-BICICLETA,,2,,
98,,1,,"VIA LA URIBE–CALARCA KM 84+800,Calarcá,Quindio",4.523446,-75.640153,16,5,2021,X,,,,,X,,2,,,24,,77,,,,,
99,1,,,"CALLE 39 CON CRA 27,Calarcá,Quindio",4.5308829,-75.6423,16,5,2021,X,,,,,,X,2,,,26,43,,CAMIONETA-MOTO,,2,,
100,,1,,"CRA 18 CALLE 37,Calarcá,Quindio",4.5298329,-75.6434429,17,5,2021,,,X,,,,X,1,,,24,,,MOTOCICLETA,,1,,
101,,1,,"VIA LA URIBE–CALARCA KM 76+400,Calarcá,Quindio",4.519037,-75.648942,18,5,2021,X,,,,,X,,2,,,,35,,MOTOCICLETA,,1,,
102,1,,,"POTOSI-QUEBRADANEGRA,Calarcá,Quindio",4.450711,-75.68995,22,5,2021,X,,,,,X,,1,1,,,42-44,,CAMPERO-CAMIONETA,1,1,,
103,,1,,"VIA ARMENIA–IBAGUE KM 1+500,Calarcá,Quindio",4.527472,-75.632495,22,5,2021,X,,,,,X,,2,,,22,46,,VOLQUETA-MOTO,1,1,,
104,,1,,"ENTRADA AL BARRIO NARANJAL CALLE 19 CON 44,Calarcá,Quindio",4.52094,-75.648954,23,5,2021,X,,,,,,X,2,,,21,,61,MOTOCICLETA,,1,,
105,1,,,"URBANIZACION ALTO DEL RIO,Calarcá,Quindio",4.5311089,-75.6413119,24,5,2021,X,,,,,,X,2,,,,54,64,VOLQUETA-CAMPERO,1,1,,
106,1,,,"VIA ARMENI-IBAGUE KM 7+250,Calarcá,Quindio",4.5345071,-75.6411721,25,5,2021,,,,,X,X,,1,,,,55,,TRACTOCAMIÓN,1,,,
107,1,,,"CALLE 42 CON CRA 23,Calarcá,Quindio",4.5318428,-75.6390514,1,6,2021,X,,,,,,X,2,,,,46,72,AUTOMOVIL-CAMPERO,,2,,
108,,1,,"KM 81+900 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.521643,-75.643113,2,6,2021,X,,,,,X,,2,,,25,,60,MOTO-MOTO,,2,,
109,,1,,"KM 81+900 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.521643,-75.643113,2,6,2021,X,,,,,X,,2,,,25,,60,MICROBUS-MOTOCICLETA,1,1,,
110,,,1,"VIA ARMENIA–IBAGUE KM 0+820,Calarcá,Quindio",4.528321,-75.635542,5,6,2021,X,,,,,X,,2,,,,57,24,CAMIÓN-MOTOCICLETA,1,1,,
111,1,,,"AVENIDA COLON 22+196,Calarcá,Quindio",4.5177686,-75.6534961,5,6,2021,X,,,,,,X,2,,,26,,70,AUTOMOVIL-BUS,1,1,,
112,1,,,"CRA 25 CALLE 45 FRENTE 24+59,Calarcá,Quindio",4.53423,-75.639651,5,6,2021,X,,,,,,X,1,,,,,60,CAMIONETA-MOTO,,2,,
113,,1,,"CRA 27 ENTRE CALLE 32 Y 32A,Calarcá,Quindio",4.4805728,-75.6440842,6,6,2021,X,,,,,,X,1,1,,20-22,,,MOTO-BICICLETA,,2,,
114,,1,,"CALLE 39 FRENTE AL NO 18+15,Calarcá,Quindio",4.5301984,-75.6403968,7,6,2021,X,,,,,,X,2,,,22,46,,CAMIÓN-MOTOCICLETA,1,1,,
115,,1,,"AVENIDA COLON FRENTE AL 19+20,Calarcá,Quindio",4.5222917,-75.6478148,9,6,2021,X,,,,,,X,2,,,27-18,,,AUTOMÓVIL-MOTO,,2,,
116,1,,,"CRA 23 CON CALLE 44,Calarcá,Quindio",4.527994,-75.640474,12,6,2021,X,,,,,,X,2,,,24-22,,,CAMIONETA-MOTO,,2,,
117,1,,,"ORDENADOR NORTE CALLE 45 CRA 26,Calarcá,Quindio",4.5345367,-75.6402288,12,6,2021,X,,,,,,X,1,1,17,,33,,AUTOMÓVIL-MOTO,,2,,
118,1,,,"BARCELONA VERDA CALLE LARGA KM 2200,Calarcá,Quindio",4.427879,-75.740369,15,6,2021,X,,,,,X,,,2,,,42,60,AUTOMÓVIL-AUTOMÓVIL,,2,,
119,,1,,"CRA 25 CON CALLE 40,Calarcá,Quindio",4.5310051,-75.6407672,16,6,2021,X,,,,,,X,2,,,,31-30,,AUTOMÓVIL-MOTO,1,1,,
120,1,,,"KM 6+800 VIA VIA ARMENIA–IBAGUE,Calarcá,Quindio",4.530847,-75.633817,17,6,2021,X,,,,,X,,2,,,,40,,AUTOMÓVIL-TRACTOCAMIÓN,1,1,,
121, ,1,,"FRENTE FINCA ALEXANDRA, BARCELONA,Calarcá,Quindio",4.4273861,-75.7181014,26,6,2021,X,,,,,X,,2,,,,52-56,,AUTOMÓVIL-MOTO,,2,,
122,1,,,"CALLE 31A NO 26+04,Calarcá,Quindio",4.5259129,-75.643752,26,6,2021,X,,,,,,X,1,,,,51,,AUTOMÓVIL,,1,,
123,1,,,"CRA 19 VIA IBAGUE LA URIBE,Calarcá,Quindio",4.527255,-75.636744,27,6,2021,X,,,,,X,,2,,,,42-52,,CAMIONETA-MOTO,,2,,
124,1,,,"BARRIO VALDEPENAS FRENTE MZ K # 21,Calarcá,Quindio",4.514145,-75.657927,29,6,2021,X,,,,,,X,2,,,,56-,,AUTOMÓVIL-AUTOMÓVIL,1,1,,
125,1,,,"CRA 25 CALLE 32 ESQUINA,Calarcá,Quindio",4.5259265,-75.642665,29,6,2021,X,,,,,,X,2,,,29-21,,,CAMIONETA-MOTO,1,1,,
126,,1,,"CRA 26 CON CALLE 45,Calarcá,Quindio",4.534791,-75.640086,30,6,2021,,,X,,,,X,1,,,,43,,MOTOCICLETA,,1,,
127,,,,"KM 80+300 VIA URIBE -CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,1,7,2021,X,,,,,X,,2,,,,36-55,,CAMPERO-TRACTOCAMIÓN,1,1,,
128,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+200,Calarcá,Quindio",4.525811,-75.638657,1,7,2021,X,,,,,X,,1,1,,,55-40,,AUTOMÓVIL-MOTO,,2,,
129,1,,,"CRA 25 BARRIO PORVENIR,Calarcá,Quindio",4.518079,-75.644632,3,7,2021,X,,,,,,X,2,,,,,62,AUTOMÓVIL-MOTO,,2,,
130,,1,,"VILA VIA LA URIBE–CALARCA KM 84+450,Calarcá,Quindio",4.523619,-75.641069,4,7,2021,X,,,,,,X,2,,,,58-55,,TRACTOCAMIÓN-MOTO,1,1,,
131,1,,,"VIA LA URIBE–CALARCA KM 83+100,Calarcá,Quindio",4.522927,-75.641998,4,7,2021,X,,,,,,X,2,,,22,35,,AUTOMOVIL-CAMIÓN,,,,
132,,1,,"CALLE 39 ENTRE 27 Y 28,Calarcá,Quindio",4.4805728,-75.6440842,4,7,2021,X,,,,,,X,1,1,,,30,71,CAMIONETA-MOTO,,2,,
133,1,,,"CRA 26 ENTRE CALLES 36 Y 37,Calarcá,Quindio",4.4805728,-75.6440842,4,7,2021,,,,,X,,X,1,,,28,,,CAMIÓN ,1,,,
134,,1,,"VIA VIA CALARCA–CIRCASIA KM 1+250,Calarcá,Quindio",4.5276933,-75.632571,5,7,2021,X,,,,,X,,2,,,24,44,,AUTOMÓVIL-MOTO,,2,,
135,1,,,"CAFE SORRENTO KM 79+500,Calarcá,Quindio",4.520483,-75.644061,5,7,2021,X,,,,,X,,2,,,,44-36,,AUTOMÓVIL-CAMIONETA,,2,,
136,,1,,"CRA 6 # 10+40 CORREDOR BARCELONA-CALARCA,Calarcá,Quindio",4.42278,-75.721651,6,7,2021,X,,,,,X,,2,,,21-18,,,AUTOMÓVIL-MOTO,,2,,
137,1,,,"VIA VIA ARMENIA–IBAGUE KM 4+490,Calarcá,Quindio",4.529455,-75.62899,6,7,2021,X,,,,,X,,1,,,31,,,TRACTOCAMIÓN ,1,,,
138,,1,,"VIA VIA LA PAILA–CALARCA KM 72+800,Calarcá,Quindio",4.5266936,-75.6409574,7,7,2021,,,X,,,X,,1,,,,36,,MOTOCICLETA,,,1,
139,1,,,"CALLE 39 CON CRA 26 ESQUINA,Calarcá,Quindio",4.5306545,-75.6416746,7,7,2021,X,,,,,,X,2,,,27,56,,MICROBUS-AUTOMÓVIL,,2,,
140,,1,,"CARRERA 25 CALLE 40,Calarcá,Quindio",4.5220202,-75.6441195,8,7,2021,,,,X,,,X,1,,,28-23,,,MOTOCICLETA,,1,,
141,1,,,"CALLE 41 CRA 23 ESQUINA,Calarcá,Quindio",4.5312116,-75.6392796,9,7,2021,X,,,,,,X,2,,,28-18,,,AUTOMÓVIL-MOTO,,2,,
142,,1,,"KM 84+900 VIA LA PAILA–CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,11,7,2021,X,,,,,X,,2,,,28-33,,,MOTOCICLETA-BICICLETA,,2,,
143,1,,,"VIA LA PAILA–CALARCA KM 84+700,Calarcá,Quindio",4.5266936,-75.6409574,12,7,2021,X,,,,,X,,1,,,30,,,CAMIONETA,,1,,
144,,1,,"CRA 25 CALLE 30 FRENTE BOMBA GUERRERO,Calarcá,Quindio",4.524587,-75.643172,12,7,2021,,X,,,,,X,2,,,,,68-82,MICROBUS,1,,,
145,,1,,"VIA CALARCA -LA URIBE KM 83+800,Calarcá,Quindio",4.523485,-75.641811,12,7,2021,X,,,,,X,,2,,,,43-57,,AUTOMÓVIL-MOTO,,2,,
